Country_Name,Country_Code,Series Name,Series_Code,Year,Growth_Value,continent
Burundi,BDI,Urban population growth (annual %),SP.URB.GROW,2000,4.621537631,Africa
Cambodia,KHM,Population growth (annual %),SP.POP.GROW,2000,1.830648179,Asia
Cambodia,KHM,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.688261597,Asia
Cambodia,KHM,Urban population growth (annual %),SP.URB.GROW,2000,2.456757645,Asia
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,2000,2.636027267,Africa
Cameroon,CMR,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.543910176,Africa
Cameroon,CMR,Urban population growth (annual %),SP.URB.GROW,2000,3.957808167,Africa
Canada,CAN,Population growth (annual %),SP.POP.GROW,2000,0.931281553,North America
Canada,CAN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.879527495,North America
Canada,CAN,Urban population growth (annual %),SP.URB.GROW,2000,1.404225954,North America
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,2000,2.800360479,Africa
Central African Republic,CAF,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,2.668973745,Africa
Central African Republic,CAF,Urban population growth (annual %),SP.URB.GROW,2000,3.018425134,Africa
Chad,TCD,Population growth (annual %),SP.POP.GROW,2000,3.414500241,Africa
Chad,TCD,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,3.372399911,Africa
Chad,TCD,Urban population growth (annual %),SP.URB.GROW,2000,3.56712411,Africa
Chile,CHL,Population growth (annual %),SP.POP.GROW,2000,1.149041725,South America
Chile,CHL,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.947025,South America
Chile,CHL,Urban population growth (annual %),SP.URB.GROW,2000,1.492362852,South America
China,CHN,Population growth (annual %),SP.POP.GROW,2000,0.787956593,Asia
China,CHN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.777935943,Asia
China,CHN,Urban population growth (annual %),SP.URB.GROW,2000,3.649252711,Asia
Colombia,COL,Population growth (annual %),SP.POP.GROW,2000,1.619831406,South America
Colombia,COL,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.006462271,South America
Colombia,COL,Urban population growth (annual %),SP.URB.GROW,2000,2.198864928,South America
Democratic Republic of the Congo,COD,Population growth (annual %),SP.POP.GROW,2000,2.898841288,Africa
Democratic Republic of the Congo,COD,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,2.187726735,Africa
Democratic Republic of the Congo,COD,Urban population growth (annual %),SP.URB.GROW,2000,4.225872942,Africa
Republic of Congo,COG,Population growth (annual %),SP.POP.GROW,2000,3.816978872,Africa
Republic of Congo,COG,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,2.699907472,Africa
Republic of Congo,COG,Urban population growth (annual %),SP.URB.GROW,2000,4.610635433,Africa
Costa Rica,CRI,Population growth (annual %),SP.POP.GROW,2000,1.973588232,North America
Costa Rica,CRI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.188541922,North America
Costa Rica,CRI,Urban population growth (annual %),SP.URB.GROW,2000,3.500786609,North America
Cote d'Ivoire,CIV,Population growth (annual %),SP.POP.GROW,2000,2.738250905,Africa
Cote d'Ivoire,CIV,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,2.012594382,Africa
Cote d'Ivoire,CIV,Urban population growth (annual %),SP.URB.GROW,2000,3.702214082,Africa
Croatia,HRV,Population growth (annual %),SP.POP.GROW,2000,-0.986434859,Europe
Croatia,HRV,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-1.479076152,Europe
Croatia,HRV,Urban population growth (annual %),SP.URB.GROW,2000,-0.555021491,Europe
Cuba,CUB,Population growth (annual %),SP.POP.GROW,2000,0.321944588,North America
Cuba,CUB,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.621836563,North America
Cuba,CUB,Urban population growth (annual %),SP.URB.GROW,2000,0.633089366,North America
Cyprus,CYP,Population growth (annual %),SP.POP.GROW,2000,1.7700933,Asia
Cyprus,CYP,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.384966582,Asia
Cyprus,CYP,Urban population growth (annual %),SP.URB.GROW,2000,1.946477616,Asia
Czech Rep,CZE,Population growth (annual %),SP.POP.GROW,2000,-0.280414108,Europe
Czech Rep,CZE,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.228335193,Europe
Czech Rep,CZE,Urban population growth (annual %),SP.URB.GROW,2000,-0.458662205,Europe
Denmark,DNK,Population growth (annual %),SP.POP.GROW,2000,0.334233619,Europe
Denmark,DNK,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.240358111,Europe
Denmark,DNK,Urban population growth (annual %),SP.URB.GROW,2000,0.350679181,Europe
Djibouti,DJI,Population growth (annual %),SP.POP.GROW,2000,3.101649749,Africa
Djibouti,DJI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,2.90145608,Africa
Djibouti,DJI,Urban population growth (annual %),SP.URB.GROW,2000,3.163117967,Africa
Dominican Republic,DOM,Population growth (annual %),SP.POP.GROW,2000,1.526878889,North America
Dominican Republic,DOM,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.594416208,North America
Dominican Republic,DOM,Urban population growth (annual %),SP.URB.GROW,2000,2.863641585,North America
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,2000,1.71308817,South America
Ecuador,ECU,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.454085054,South America
Ecuador,ECU,Urban population growth (annual %),SP.URB.GROW,2000,2.550757611,South America
Egypt,EGY,Population growth (annual %),SP.POP.GROW,2000,2.071834706,Africa
Egypt,EGY,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.989704822,Africa
Egypt,EGY,Urban population growth (annual %),SP.URB.GROW,2000,2.181715962,Africa
El Salvador,SLV,Population growth (annual %),SP.POP.GROW,2000,0.582883768,North America
El Salvador,SLV,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.758850222,North America
El Salvador,SLV,Urban population growth (annual %),SP.URB.GROW,2000,1.529443959,North America
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,2000,4.470575159,Africa
Equatorial Guinea,GNQ,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.105866246,Africa
Equatorial Guinea,GNQ,Urban population growth (annual %),SP.URB.GROW,2000,8.083603819,Africa
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,2000,1.532995431,Africa
Eritrea,ERI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.379100828,Africa
Eritrea,ERI,Urban population growth (annual %),SP.URB.GROW,2000,4.790097388,Africa
Estonia,EST,Population growth (annual %),SP.POP.GROW,2000,0.483707162,Europe
Estonia,EST,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.056448357,Europe
Estonia,EST,Urban population growth (annual %),SP.URB.GROW,2000,0.231832895,Europe
Eswatini,SWZ,Population growth (annual %),SP.POP.GROW,2000,1.183692988,Africa
Eswatini,SWZ,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.353254658,Africa
Eswatini,SWZ,Urban population growth (annual %),SP.URB.GROW,2000,0.607975031,Africa
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,2000,2.958805189,Africa
Ethiopia,ETH,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,2.739716467,Africa
Ethiopia,ETH,Urban population growth (annual %),SP.URB.GROW,2000,4.235576849,Africa
Fiji,FJI,Population growth (annual %),SP.POP.GROW,2000,1.097520514,Oceania
Fiji,FJI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.346021106,Oceania
Fiji,FJI,Urban population growth (annual %),SP.URB.GROW,2000,1.921113347,Oceania
Finland,FIN,Population growth (annual %),SP.POP.GROW,2000,0.207606515,Europe
Finland,FIN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-1.11386623,Europe
Finland,FIN,Urban population growth (annual %),SP.URB.GROW,2000,0.496415301,Europe
France,FRA,Population growth (annual %),SP.POP.GROW,2000,0.686782587,Europe
France,FRA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.372692676,Europe
France,FRA,Urban population growth (annual %),SP.URB.GROW,2000,1.026090187,Europe
Gabon,GAB,Population growth (annual %),SP.POP.GROW,2000,2.559793886,Africa
Gabon,GAB,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-1.052991822,Africa
Gabon,GAB,Urban population growth (annual %),SP.URB.GROW,2000,3.549742507,Africa
Gambia,GMB,Population growth (annual %),SP.POP.GROW,2000,2.896423343,Africa
Gambia,GMB,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.171607119,Africa
Gambia,GMB,Urban population growth (annual %),SP.URB.GROW,2000,4.809358172,Africa
Georgia,GEO,Population growth (annual %),SP.POP.GROW,2000,-1.944629157,Asia
Georgia,GEO,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-1.434449614,Asia
Georgia,GEO,Urban population growth (annual %),SP.URB.GROW,2000,-2.401458557,Asia
Germany,DEU,Population growth (annual %),SP.POP.GROW,2000,0.1354316,Europe
Germany,DEU,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.688009709,Europe
Germany,DEU,Urban population growth (annual %),SP.URB.GROW,2000,0.411941894,Europe
Ghana,GHA,Population growth (annual %),SP.POP.GROW,2000,2.516518739,Africa
Ghana,GHA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.196595084,Africa
Ghana,GHA,Urban population growth (annual %),SP.URB.GROW,2000,4.226983348,Africa
Greece,GRC,Population growth (annual %),SP.POP.GROW,2000,0.409041838,Europe
Greece,GRC,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.026147626,Europe
Greece,GRC,Urban population growth (annual %),SP.URB.GROW,2000,0.572820546,Europe
Greenland,GRL,Population growth (annual %),SP.POP.GROW,2000,0.178094437,North America
Greenland,GRL,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.491970317,North America
Greenland,GRL,Urban population growth (annual %),SP.URB.GROW,2000,0.329813441,North America
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,2000,2.433943645,North America
Guatemala,GTM,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.819402037,North America
Guatemala,GTM,Urban population growth (annual %),SP.URB.GROW,2000,3.180107275,North America
Guinea,GIN,Population growth (annual %),SP.POP.GROW,2000,1.963136385,Africa
Guinea,GIN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.567581405,Africa
Guinea,GIN,Urban population growth (annual %),SP.URB.GROW,2000,2.854697255,Africa
Guinea Bissau,GNB,Population growth (annual %),SP.POP.GROW,2000,2.000211927,Africa
Guinea Bissau,GNB,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.409048775,Africa
Guinea Bissau,GNB,Urban population growth (annual %),SP.URB.GROW,2000,3.04871478,Africa
Guyana,GUY,Population growth (annual %),SP.POP.GROW,2000,0.136711369,South America
Guyana,GUY,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.260292759,South America
Guyana,GUY,Urban population growth (annual %),SP.URB.GROW,2000,-0.169734933,South America
Haiti,HTI,Population growth (annual %),SP.POP.GROW,2000,1.82614145,North America
Haiti,HTI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.886479539,North America
Haiti,HTI,Urban population growth (annual %),SP.URB.GROW,2000,3.548742766,North America
Honduras,HND,Population growth (annual %),SP.POP.GROW,2000,2.731383,North America
Honduras,HND,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.807932689,North America
Honduras,HND,Urban population growth (annual %),SP.URB.GROW,2000,3.850742167,North America
Hungary,HUN,Population growth (annual %),SP.POP.GROW,2000,-0.259764908,Europe
Hungary,HUN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.099379351,Europe
Hungary,HUN,Urban population growth (annual %),SP.URB.GROW,2000,-0.456240197,Europe
Iceland,ISL,Population growth (annual %),SP.POP.GROW,2000,1.369192833,Europe
Iceland,ISL,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.378337171,Europe
Iceland,ISL,Urban population growth (annual %),SP.URB.GROW,2000,1.514278587,Europe
India,IND,Population growth (annual %),SP.POP.GROW,2000,1.822184002,Asia
India,IND,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.526766896,Asia
India,IND,Urban population growth (annual %),SP.URB.GROW,2000,2.598675553,Asia
Indonesia,IDN,Population growth (annual %),SP.POP.GROW,2000,1.447088484,Asia
Indonesia,IDN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.617724991,Asia
Indonesia,IDN,Urban population growth (annual %),SP.URB.GROW,2000,4.370212881,Asia
Iran,IRN,Population growth (annual %),SP.POP.GROW,2000,1.645391949,Asia
Iran,IRN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.348067314,Asia
Iran,IRN,Urban population growth (annual %),SP.URB.GROW,2000,2.782339535,Asia
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2000,3.336246694,Asia
Iraq,IRQ,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,3.16498429,Asia
Iraq,IRQ,Urban population growth (annual %),SP.URB.GROW,2000,3.415115577,Asia
Ireland,IRL,Population growth (annual %),SP.POP.GROW,2000,1.333042666,Europe
Ireland,IRL,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.734957208,Europe
Ireland,IRL,Urban population growth (annual %),SP.URB.GROW,2000,1.74810267,Europe
Israel,ISR,Population growth (annual %),SP.POP.GROW,2000,2.642331913,Asia
Israel,ISR,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.917431248,Asia
Israel,ISR,Urban population growth (annual %),SP.URB.GROW,2000,2.712530951,Asia
Italy,ITA,Population growth (annual %),SP.POP.GROW,2000,0.045303631,Europe
Italy,ITA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.137578558,Europe
Italy,ITA,Urban population growth (annual %),SP.URB.GROW,2000,0.134599939,Europe
Jamaica,JAM,Population growth (annual %),SP.POP.GROW,2000,0.611850749,North America
Jamaica,JAM,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.115024454,North America
Jamaica,JAM,Urban population growth (annual %),SP.URB.GROW,2000,1.076115059,North America
Japan,JPN,Population growth (annual %),SP.POP.GROW,2000,0.167275578,Asia
Japan,JPN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.421126451,Asia
Japan,JPN,Urban population growth (annual %),SP.URB.GROW,2000,0.327609575,Asia
Jordan,JOR,Population growth (annual %),SP.POP.GROW,2000,2.106594083,Asia
Jordan,JOR,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,2.051375205,Asia
Jordan,JOR,Urban population growth (annual %),SP.URB.GROW,2000,2.121929845,Asia
Kazakhstan,KAZ,Population growth (annual %),SP.POP.GROW,2000,-0.300201487,Asia
Kazakhstan,KAZ,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.466343176,Asia
Kazakhstan,KAZ,Urban population growth (annual %),SP.URB.GROW,2000,-0.169987079,Asia
Kenya,KEN,Population growth (annual %),SP.POP.GROW,2000,2.915446842,Africa
Kenya,KEN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,2.48943497,Africa
Kenya,KEN,Urban population growth (annual %),SP.URB.GROW,2000,4.64966991,Africa
"Korea, Dem. People's Rep.",PRK,Population growth (annual %),SP.POP.GROW,2000,0.698115634,Asia
"Korea, Dem. People's Rep.",PRK,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.506127669,Asia
"Korea, Dem. People's Rep.",PRK,Urban population growth (annual %),SP.URB.GROW,2000,0.829486691,Asia
"Korea, Rep.",KOR,Population growth (annual %),SP.POP.GROW,2000,0.836180864,Asia
"Korea, Rep.",KOR,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.320068608,Asia
"Korea, Rep.",KOR,Urban population growth (annual %),SP.URB.GROW,2000,1.134284408,Asia
Kuwait,KWT,Population growth (annual %),SP.POP.GROW,2000,3.015393997,Asia
Kuwait,KWT,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-9.911333054,Asia
Kuwait,KWT,Urban population growth (annual %),SP.URB.GROW,2000,3.154879277,Asia
Kyrgyzstan,KGZ,Population growth (annual %),SP.POP.GROW,2000,1.191125924,Asia
Kyrgyzstan,KGZ,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.194218,Asia
Kyrgyzstan,KGZ,Urban population growth (annual %),SP.URB.GROW,2000,1.185458328,Asia
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,2000,1.686007204,Asia
Lao PDR,LAO,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.430181736,Asia
Lao PDR,LAO,Urban population growth (annual %),SP.URB.GROW,2000,6.276325325,Asia
Latvia,LVA,Population growth (annual %),SP.POP.GROW,2000,-0.963935407,Europe
Latvia,LVA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.483597901,Europe
Latvia,LVA,Urban population growth (annual %),SP.URB.GROW,2000,-1.188488739,Europe
Lebanon,LBN,Population growth (annual %),SP.POP.GROW,2000,1.648031352,Asia
Lebanon,LBN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.830031824,Asia
Lebanon,LBN,Urban population growth (annual %),SP.URB.GROW,2000,1.78182969,Asia
Lesotho,LSO,Population growth (annual %),SP.POP.GROW,2000,0.219741613,Africa
Lesotho,LSO,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.412162878,Africa
Lesotho,LSO,Urban population growth (annual %),SP.URB.GROW,2000,2.863287473,Africa
Liberia,LBR,Population growth (annual %),SP.POP.GROW,2000,3.711300592,Africa
Liberia,LBR,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,3.097024071,Africa
Liberia,LBR,Urban population growth (annual %),SP.URB.GROW,2000,4.488065964,Africa
Libya,LBY,Population growth (annual %),SP.POP.GROW,2000,1.895562666,Africa
Libya,LBY,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.460330591,Africa
Libya,LBY,Urban population growth (annual %),SP.URB.GROW,2000,2.030487284,Africa
Lithuania,LTU,Population growth (annual %),SP.POP.GROW,2000,-0.70338544,Europe
Lithuania,LTU,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.521429377,Europe
Lithuania,LTU,Urban population growth (annual %),SP.URB.GROW,2000,-0.792940722,Europe
Luxembourg,LUX,Population growth (annual %),SP.POP.GROW,2000,1.344082996,Europe
Luxembourg,LUX,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-3.40603015,Europe
Luxembourg,LUX,Urban population growth (annual %),SP.URB.GROW,2000,2.260034513,Europe
Madagascar,MDG,Population growth (annual %),SP.POP.GROW,2000,3.039901008,Africa
Madagascar,MDG,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,2.672848722,Africa
Madagascar,MDG,Urban population growth (annual %),SP.URB.GROW,2000,4.032963513,Africa
Malawi,MWI,Population growth (annual %),SP.POP.GROW,2000,2.300935218,Africa
Malawi,MWI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,2.197937486,Africa
Malawi,MWI,Urban population growth (annual %),SP.URB.GROW,2000,2.905049954,Africa
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,2000,2.544593667,Asia
Malaysia,MYS,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.651816057,Asia
Malaysia,MYS,Urban population growth (annual %),SP.URB.GROW,2000,4.55739568,Asia
Mali,MLI,Population growth (annual %),SP.POP.GROW,2000,2.907829296,Africa
Mali,MLI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,1.921703912,Africa
Mali,MLI,Urban population growth (annual %),SP.URB.GROW,2000,5.443570026,Africa
Mauritania,MRT,Population growth (annual %),SP.POP.GROW,2000,2.799182084,Africa
Mauritania,MRT,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,2.998016249,Africa
Mauritania,MRT,Urban population growth (annual %),SP.URB.GROW,2000,2.476859784,Africa
Mexico,MEX,Population growth (annual %),SP.POP.GROW,2000,1.584550787,North America
Mexico,MEX,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.479047194,North America
Mexico,MEX,Urban population growth (annual %),SP.URB.GROW,2000,1.961319696,North America
Moldova,MDA,Population growth (annual %),SP.POP.GROW,2000,-0.203371722,Europe
Moldova,MDA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.526563666,Europe
Moldova,MDA,Urban population growth (annual %),SP.URB.GROW,2000,-1.103104461,Europe
Mongolia,MNG,Population growth (annual %),SP.POP.GROW,2000,0.921869511,Asia
Mongolia,MNG,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-0.260828468,Asia
Mongolia,MNG,Urban population growth (annual %),SP.URB.GROW,2000,1.818526075,Asia
Montenegro,MNE,Population growth (annual %),SP.POP.GROW,2000,-0.027974019,Europe
Montenegro,MNE,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,-2.618260691,Europe
Montenegro,MNE,Urban population growth (annual %),SP.URB.GROW,2000,1.594405376,Europe
Morocco,MAR,Population growth (annual %),SP.POP.GROW,2000,1.330562927,Africa
Morocco,MAR,Rural population growth (annual %),SP.RUR.TOTL.ZG,2000,0.630142699,Africa
