Country_Name,Country_Code,Series_Name,Series_Code,Year,Value,continent
Azerbaijan,AZE,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,68.60762787,Asia
Azerbaijan,AZE,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,1.99538815,Asia
Azerbaijan,AZE,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,68.60762787,Asia
Bahamas,BHS,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,39.57865143,North America
Bahamas,BHS,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,59.77048111,North America
Bahamas,BHS,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.65086937,North America
Bahamas,BHS,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,27.22701263,North America
Bahrain,BHR,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,71.09094238,Asia
Bahrain,BHR,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,28.90905952,Asia
Bahrain,BHR,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Asia
Bahrain,BHR,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,27.53905296,Asia
Bangladesh,BGD,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,28.16659737,Asia
Bangladesh,BGD,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,64.02439117,Asia
Bangladesh,BGD,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,7.80901241,Asia
Bangladesh,BGD,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,61.82206726,Asia
Barbados,BRB,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,51.85347748,North America
Barbados,BRB,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,48.14652252,North America
Barbados,BRB,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
Barbados,BRB,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,39.37475586,North America
Belarus,BLR,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,78.66545105,Europe
Belarus,BLR,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,21.24327469,Europe
Belarus,BLR,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.09127826,Europe
Belarus,BLR,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,16.02836037,Europe
Belgium,BEL,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,74.53091431,Europe
Belgium,BEL,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,25.46908569,Europe
Belgium,BEL,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Belgium,BEL,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,20.22722816,Europe
Belize,BLZ,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,46.94732666,North America
Belize,BLZ,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,46.42572784,North America
Belize,BLZ,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,6.62694645,North America
Belize,BLZ,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,37.30659485,North America
Benin,BEN,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,26.01166534,Africa
Benin,BEN,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,57.24702072,Africa
Benin,BEN,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,16.74131584,Africa
Benin,BEN,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,52.36999512,Africa
Bermuda,BMU,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,0,North America
Bermuda,BMU,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,North America
Bermuda,BMU,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
Bermuda,BMU,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,North America
Bhutan,BTN,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,79.66617584,Asia
Bhutan,BTN,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,12.21379852,Asia
Bhutan,BTN,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,8.1200085,Asia
Bhutan,BTN,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,11.54134464,Asia
Bolivia,BOL,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,55.32917404,South America
Bolivia,BOL,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,38.41328812,South America
Bolivia,BOL,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,6.25753689,South America
Bolivia,BOL,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,33.50730133,South America
Bosnia and Herzegovina,BIH,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,51.06175995,Europe
Bosnia and Herzegovina,BIH,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,42.10306931,Europe
Bosnia and Herzegovina,BIH,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,6.83516884,Europe
Bosnia and Herzegovina,BIH,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,42.10306931,Europe
Botswana,BWA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,54.82457733,Africa
Botswana,BWA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,28.6461277,Africa
Botswana,BWA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,16.52929497,Africa
Botswana,BWA,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,10.98294926,Africa
Brazil,BRA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,41.63555527,South America
Brazil,BRA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,58.04624939,South America
Brazil,BRA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.31819323,South America
Brazil,BRA,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,36.59222031,South America
British Virgin Islands,VGB,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,0,North America
British Virgin Islands,VGB,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,North America
British Virgin Islands,VGB,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
British Virgin Islands,VGB,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,North America
Brunei Darussalam,BRN,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,84.16868591,Asia
Brunei Darussalam,BRN,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,15.83131313,Asia
Brunei Darussalam,BRN,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Asia
Brunei Darussalam,BRN,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,15.83131313,Asia
Bulgaria,BGR,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,59.55728912,Europe
Bulgaria,BGR,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,40.44271088,Europe
Bulgaria,BGR,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Bulgaria,BGR,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,40.3757019,Europe
Burkina Faso,BFA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,32.58329773,Africa
Burkina Faso,BFA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,46.11939621,Africa
Burkina Faso,BFA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,21.29730415,Africa
Burkina Faso,BFA,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,42.16007996,Africa
Burundi,BDI,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,23.71829605,Africa
Burundi,BDI,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,75.57231903,Africa
Burundi,BDI,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.70938689,Africa
Burundi,BDI,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,41.7869339,Africa
Cabo Verde,CPV,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,71.29876709,Africa
Cabo Verde,CPV,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,26.12869835,Africa
Cabo Verde,CPV,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,2.57253766,Africa
Cabo Verde,CPV,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,25.25918961,Africa
Cambodia,KHM,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,19.77445984,Asia
Cambodia,KHM,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,78.07807159,Asia
Cambodia,KHM,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,2.14746714,Asia
Cambodia,KHM,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,68.66592407,Asia
Cameroon,CMR,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,15.6870079,Africa
Cameroon,CMR,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,81.64713287,Africa
Cameroon,CMR,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,2.66585588,Africa
Cameroon,CMR,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,77.51421356,Africa
Canada,CAN,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,72.85163879,North America
Canada,CAN,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,27.14836121,North America
Canada,CAN,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
Canada,CAN,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,16.60520935,North America
Cayman Islands,CYM,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,0,North America
Cayman Islands,CYM,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,North America
Cayman Islands,CYM,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
Cayman Islands,CYM,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,North America
Chad,TCD,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,38.03078079,Africa
Chad,TCD,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,58.53677368,Africa
Chad,TCD,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,3.43244529,Africa
Chad,TCD,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,56.216259,Africa
Channel Islands,CHI,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,0,Europe
Channel Islands,CHI,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,Europe
Channel Islands,CHI,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Channel Islands,CHI,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,Europe
Chile,CHL,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,35.79472351,South America
Chile,CHL,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,64.20527649,South America
Chile,CHL,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,South America
Chile,CHL,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,42.81496429,South America
China,CHN,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,21.97528839,Asia
China,CHN,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,77.99923706,Asia
China,CHN,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.02547254,Asia
China,CHN,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,60.12533951,Asia
Colombia,COL,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,74.53343964,South America
Colombia,COL,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,25.44912529,South America
Colombia,COL,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.01743398,South America
Colombia,COL,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,13.69103241,South America
Comoros,COM,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,11.87447643,Africa
Comoros,COM,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,82.23478699,Africa
Comoros,COM,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,5.89073467,Africa
Comoros,COM,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,79.7760849,Africa
Democratic Republic of the Congo,COD,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,4.0120759,Africa
Democratic Republic of the Congo,COD,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,70.31794739,Africa
Democratic Republic of the Congo,COD,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,25.66997528,Africa
Democratic Republic of the Congo,COD,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,51.07636642,Africa
Republic of Congo,COG,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,34.19882965,Africa
Republic of Congo,COG,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,54.28010941,Africa
Republic of Congo,COG,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,11.5210638,Africa
Republic of Congo,COG,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,52.69972229,Africa
Costa Rica,CRI,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,64.92300415,North America
Costa Rica,CRI,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,33.96525574,North America
Costa Rica,CRI,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,1.1117444,North America
Costa Rica,CRI,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,31.57487297,North America
Cote d'Ivoire,CIV,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,9.5792141,Africa
Cote d'Ivoire,CIV,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,83.27438354,Africa
Cote d'Ivoire,CIV,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,7.14640188,Africa
Cote d'Ivoire,CIV,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,73.06517792,Africa
Croatia,HRV,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,85.02520752,Europe
Croatia,HRV,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,14.97478962,Europe
Croatia,HRV,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Croatia,HRV,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,13.86125183,Europe
Cuba,CUB,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,83.69687653,North America
Cuba,CUB,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,16.22938156,North America
Cuba,CUB,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.07373915,North America
Cuba,CUB,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,16.22938156,North America
Curacao,CUW,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,0,North America
Curacao,CUW,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,North America
Curacao,CUW,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
Curacao,CUW,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,North America
Cyprus,CYP,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,41.07523346,Asia
Cyprus,CYP,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,58.39131927,Asia
Cyprus,CYP,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.53344458,Asia
Cyprus,CYP,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,55.90191269,Asia
Czech Republic,CZE,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,88.70406342,Europe
Czech Republic,CZE,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,11.29593849,Europe
Czech Republic,CZE,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Czech Republic,CZE,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,10.1975069,Europe
Denmark,DNK,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,83.10736847,Europe
Denmark,DNK,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,16.89263344,Europe
Denmark,DNK,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Denmark,DNK,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,15.35643196,Europe
Djibouti,DJI,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,48.00641251,Africa
Djibouti,DJI,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,51.99358749,Africa
Djibouti,DJI,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Africa
Djibouti,DJI,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,51.33246613,Africa
Dominica,DMA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,63.11794662,North America
Dominica,DMA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,33.96135712,North America
Dominica,DMA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,2.92069483,North America
Dominica,DMA,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,33.02465439,North America
Dominican Republic,DOM,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,35.02082062,North America
Dominican Republic,DOM,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,63.13898849,North America
Dominican Republic,DOM,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,1.84018743,North America
Dominican Republic,DOM,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,55.32014465,North America
Ecuador,ECU,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,28.85008049,South America
Ecuador,ECU,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,68.36405182,South America
Ecuador,ECU,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,2.78586411,South America
Ecuador,ECU,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,63.58325195,South America
Egypt,EGY,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,35.18718338,Africa
Egypt,EGY,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,64.81281281,Africa
Egypt,EGY,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Africa
Egypt,EGY,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,62.48934937,Africa
El Salvador,SLV,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,50.27327728,North America
El Salvador,SLV,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,48.69787216,North America
El Salvador,SLV,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,1.02885032,North America
El Salvador,SLV,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,45.35605621,North America
Equatorial Guinea,GNQ,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,14.86394501,Africa
Equatorial Guinea,GNQ,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,81.94787598,Africa
Equatorial Guinea,GNQ,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,3.18817973,Africa
Equatorial Guinea,GNQ,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,78.13352203,Africa
Eritrea,ERI,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,35.59143448,Africa
Eritrea,ERI,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,63.76799011,Africa
Eritrea,ERI,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.64057595,Africa
Eritrea,ERI,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,63.76799011,Africa
Estonia,EST,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,76.06137848,Europe
Estonia,EST,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,24.19278908,Europe
Estonia,EST,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.01804261,Europe
Estonia,EST,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,20.3646183,Europe
Eswatini,SWZ,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,52.30070877,Africa
Eswatini,SWZ,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,43.5636673,Africa
Eswatini,SWZ,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,4.13562393,Africa
Eswatini,SWZ,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,18.52517891,Africa
Ethiopia,ETH,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,41.22626495,Africa
Ethiopia,ETH,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,42.51675034,Africa
Ethiopia,ETH,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,16.25698471,Africa
Ethiopia,ETH,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,35.95730209,Africa
Faroe Islands,FRO,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,0,Europe
Faroe Islands,FRO,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,Europe
Faroe Islands,FRO,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Faroe Islands,FRO,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,Europe
Fiji,FJI,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,76.84042358,Oceania
Fiji,FJI,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,15.30572891,Oceania
Fiji,FJI,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,7.85384846,Oceania
Fiji,FJI,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,10.83726692,Oceania
Finland,FIN,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,75.72886658,Europe
Finland,FIN,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,24.26508522,Europe
Finland,FIN,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.00604633,Europe
Finland,FIN,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,21.62706375,Europe
France,FRA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,72.7290802,Europe
France,FRA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,27.27091599,Europe
France,FRA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
